datum,domacin,gost,rezultat,brOsSetDomacin,brOsSetGost,osBodDomacin,osBodGost,proRazBodUSet,pobjednik,pobjednikDomacinIliGost,omjProPobj,proPobjDomacinNadGost,brDaOdZadDomacin,brDaOdZadGost,omjSvukOsSet,omjSvukOsSetDomacinProtGost,omjSvukIzgSet,omjSvukIzgSetDomacinProtGost,omjSvukOsBod,omjSvukOsBodDomacinProtGost,omjSvukIzgBod,omjSvukIzgBodDomacinProtGost
2021-02-13,MOK MURSA - OSIJEK,OK KITRO VARAŽDIN, 2-1,2,1,75,45,10.0,MOK MURSA - OSIJEK,0,1.5625,0.4,3,7,1.3645833333333333,0.5714285714285714,0.6842105263157895,1.75,1.0783877349159248,0.9468302658486708,1.0783877349159248,1.0561555075593954
2021-02-13,OKM CENTROMETAL,HAOK MLADOST, 0-3,0,3,33,75,-14.0,HAOK MLADOST,1,0.4630102040816326,0.3333333333333333,7,7,0.875,0.2222222222222222,4.714285714285714,4.5,1.4409982174688056,0.6743295019157088,1.4409982174688056,1.4829545454545454
2021-02-13,OK SISAK,OK ZADAR, 2-3,2,3,95,102,-1.4,OK ZADAR,1,1.7999999999999998,0.4,7,7,1.3962264150943395,0.35714285714285715,0.8467741935483871,2.8,1.2116765532313456,0.8804597701149425,1.2116765532313456,1.1357702349869452
2021-02-14,MOK MARSONIA,OK ZADAR, 3-0,3,0,80,68,4.0,MOK MARSONIA,0,0.9280303030303031,0.3333333333333333,3,1,0.9285714285714286,0.7857142857142857,0.9761904761904762,1.2727272727272727,1.102571860816944,1.003669724770642,1.102571860816944,0.9963436928702011
2021-02-14,OK SPLIT,OK ROVINJ, 3-0,3,0,75,51,8.0,OK SPLIT,0,4.669871794871796,0.2,3,8,2.25,0.2,0.6124031007751938,5.0,1.2085944494180842,0.8532110091743119,1.2085944494180842,1.1720430107526882
2021-02-16,OK RIBOLA KAŠTELA,HAOK MLADOST, 3-2,3,2,103,102,0.2,OK RIBOLA KAŠTELA,0,0.7727272727272727,0.0,3,3,0.797979797979798,0.25,1.9523809523809523,4.0,0.9944444444444445,0.8721590909090909,0.9944444444444445,1.1465798045602607
2021-02-20,HAOK MLADOST,OK SISAK, 3-0,3,0,75,41,11.333333333333334,HAOK MLADOST,0,2.5666666666666664,0.0,4,7,1.3289473684210527,0.2222222222222222,0.2222222222222222,4.5,0.75,0.7547169811320755,0.75,1.325
2021-02-20,OK ROVINJ,OK RIBOLA KAŠTELA, 1-3,1,3,67,94,-6.75,OK RIBOLA KAŠTELA,1,0.165,0.3333333333333333,6,4,0.5853658536585366,0.3333333333333333,3.0697674418604652,3.0,1.1466127401415571,0.7589928057553957,1.1466127401415571,1.3175355450236967
2021-02-20,OK ZADAR,OK SPLIT, 0-3,0,3,53,81,-9.333333333333334,OK SPLIT,1,0.364375,0.6,6,6,0.5045045045045045,0.35714285714285715,1.6329113924050633,2.8,0.8176969696969697,0.8674157303370786,0.8176969696969697,1.1528497409326426
2021-02-20,MOK RIJEKA,MOK MURSA - OSIJEK, 1-2,1,2,47,75,-9.333333333333334,MOK MURSA - OSIJEK,1,0.8408653846153845,0.8,7,7,0.8345864661654135,0.7272727272727273,1.2121212121212122,1.375,0.9368800721370604,1.0046296296296295,0.9368800721370604,0.9953917050691244
2021-02-20,OK KITRO VARAŽDIN,MOK MARSONIA, 3-0,3,0,75,51,8.0,OK KITRO VARAŽDIN ,0,2.0962566844919786,0.0,7,6,1.7636363636363637,0.4117647058823529,0.7886178861788617,2.4285714285714284,1.0980128893662728,0.8473684210526315,1.0980128893662728,1.1801242236024845
2021-02-27,MOK MURSA - OSIJEK,OK ROVINJ, 3-0,3,0,75,51,8.0,MOK MURSA - OSIJEK,0,6.200617283950618,0.2,7,7,2.7551020408163267,0.2,0.4962962962962963,5.0,1.3003747477659269,0.8077803203661327,1.3003747477659269,1.2379603399433428
2021-02-27,OK RIBOLA KAŠTELA,OK ZADAR, 2-1,2,1,75,43,10.666666666666666,OK RIBOLA KAŠTELA,0,3.545454545454545,0.0,7,7,1.5178571428571428,0.375,0.3333333333333333,2.6666666666666665,0.8934617629889083,0.6436781609195402,0.8934617629889083,1.5535714285714286
2021-02-27,MOK MARSONIA,MOK RIJEKA, 3-1,3,1,99,86,3.25,MOK MARSONIA,0,0.35333333333333333,0.4,7,7,0.49107142857142855,0.21428571428571427,1.5365853658536586,4.666666666666667,0.8981679752557696,0.684596577017115,0.8981679752557696,1.4607142857142856
2021-02-27,OK SPLIT,OK SISAK, 3-0,3,0,75,46,9.666666666666666,OK SPLIT,0,1.697530864197531,0.8,7,7,1.5,2.6,0.7117117117117117,0.38461538461538464,1.0470500373412994,1.1187335092348285,1.0470500373412994,0.8938679245283019
2021-02-27,OKM CENTROMETAL,OK KITRO VARAŽDIN, 3-0,3,0,75,57,6.0,OKM CENTROMETAL,0,0.9152,0.2,14,7,0.84,0.42857142857142855,1.0515463917525774,2.3333333333333335,0.9786263208453411,0.9274725274725275,0.9786263208453411,1.0781990521327014
2021-03-06,OK ZADAR,MOK MURSA - OSIJEK, 1-2,1,2,46,75,-9.666666666666666,MOK MURSA - OSIJEK,1,0.277014652014652,0.4,7,7,0.41304347826086957,0.21428571428571427,2.0,4.666666666666667,0.7564326210204971,0.6839506172839506,0.7564326210204971,1.4620938628158844
2021-03-06,OK ROVINJ,MOK MARSONIA, 3-0,3,0,75,59,5.333333333333333,OK ROVINJ,0,0.51,0.75,7,7,0.8448275862068966,0.75,1.0866141732283465,1.3333333333333333,0.9086215797625193,0.9345794392523364,0.9086215797625193,1.07
2021-03-06,HAOK MLADOST,OK SPLIT, 3-1,3,1,97,70,6.75,HAOK MLADOST,0,1.5277777777777777,0.0,14,7,0.8888888888888888,0.2222222222222222,0.3037974683544304,4.5,0.7140854940434478,0.7933579335793358,0.7140854940434478,1.2604651162790699
2021-03-06,MOK RIJEKA,OKM CENTROMETAL, 0-3,0,3,44,75,-10.333333333333334,OKM CENTROMETAL,1,1.355072463768116,1.0,7,7,1.2988505747126438,1.3333333333333333,0.8333333333333334,0.75,1.0334939759036144,1.1666666666666667,1.0334939759036144,0.8571428571428571
2021-03-11,MOK MURSA - OSIJEK,OK RIBOLA KAŠTELA, 3-1,3,1,92,90,0.5,MOK MURSA - OSIJEK,0,0.9953703703703703,0.0,5,12,1.6091954022988506,0.5,1.511111111111111,2.0,1.4862882653061225,0.9712643678160919,1.4862882653061225,1.029585798816568
2021-03-12,OK KITRO VARAŽDIN,HAOK MLADOST, 0-3,0,3,58,76,-6.0,HAOK MLADOST,1,0.4986522911051213,0.25,13,6,0.9345794392523364,0.16666666666666666,4.0,6.0,1.3383005707038682,0.7848484848484848,1.3383005707038682,1.274131274131274
2021-03-14,OK KITRO VARAŽDIN,OK ROVINJ, 1-3,1,3,95,89,1.5,OK ROVINJ,1,3.3730158730158726,0.2,2,8,1.9230769230769231,0.2857142857142857,0.7463768115942029,3.5,1.1902642559109875,0.8226950354609929,1.1902642559109875,1.2155172413793103
2021-03-14,MOK MURSA - OSIJEK,OK SISAK, 2-1,2,1,75,32,14.333333333333334,MOK MURSA - OSIJEK,0,2.187134502923976,0.6,3,15,1.881578947368421,3.75,0.6052631578947368,0.26666666666666666,1.1698252522766428,1.2089136490250696,1.1698252522766428,0.8271889400921659
2021-03-14,OK RIBOLA KAŠTELA,OK SPLIT, 0-3,0,3,68,76,-2.6666666666666665,OK SPLIT,1,1.2352941176470589,0.0,3,8,0.7457627118644068,0.2222222222222222,0.5853658536585366,4.5,0.7414387497127097,0.7971014492753623,0.7414387497127097,1.2545454545454546
2021-03-19,OK SISAK,OK RIBOLA KAŠTELA, 0-3,0,3,37,75,-12.666666666666666,OK RIBOLA KAŠTELA,1,0.47435897435897434,0.2,5,5,0.875,0.21428571428571427,2.2745098039215685,4.666666666666667,1.2431693989071038,0.8068459657701712,1.2431693989071038,1.2393939393939395
2021-03-20,HAOK MLADOST,OK RIBOLA KAŠTELA, 3-0,3,0,75,53,7.333333333333333,HAOK MLADOST,0,1.2857142857142858,0.2,8,1,1.2087912087912087,0.42857142857142855,0.49019607843137253,2.3333333333333335,0.9587414663104779,0.9030837004405287,0.9587414663104779,1.1073170731707318
2021-03-20,OK SPLIT,MOK MURSA - OSIJEK, 0-3,0,3,61,75,-4.666666666666667,MOK MURSA - OSIJEK,1,0.7914230019493178,0.42857142857142855,6,6,0.8344827586206897,0.45,1.1714285714285715,2.2222222222222223,0.9169428334714167,0.8573573573573574,0.9169428334714167,1.1663747810858143
2021-03-20,OK SISAK,MOK MARSONIA, 0-3,0,3,65,77,-4.0,MOK MARSONIA,1,1.471698113207547,0.4,1,14,1.3275862068965518,0.46153846153846156,0.9153846153846154,2.1666666666666665,1.0505975082634122,0.9321663019693655,1.0505975082634122,1.0727699530516432
2021-03-20,MOK RIJEKA,OK KITRO VARAŽDIN, 0-3,0,3,53,75,-7.333333333333333,OK KITRO VARAŽDIN,1,1.32,0.8,14,6,1.118811881188119,2.0,0.8301886792452831,0.5,0.9906264288980339,1.1895261845386533,0.9906264288980339,0.8406708595387841
2021-03-20,OK ZADAR,OKM CENTROMETAL, 1-3,1,3,73,95,-5.5,OKM CENTROMETAL,1,0.449685534591195,0.4,14,14,0.6444444444444445,0.21428571428571427,1.3333333333333333,4.666666666666667,0.8319526627218935,0.7007481296758105,0.8319526627218935,1.4270462633451957
2021-03-26,MOK RIJEKA,HAOK MLADOST, 0-3,0,3,41,75,-11.333333333333334,HAOK MLADOST,1,0.6211389961389961,0.25,6,6,1.0,0.16666666666666666,3.64,6.0,1.3270801815431166,0.6676470588235294,1.3270801815431166,1.497797356828194
2021-03-27,OKM CENTROMETAL,OK ROVINJ, 3-0,3,0,76,58,6.0,OKM CENTROMETAL,0,3.0660377358490565,0.2857142857142857,7,13,1.690909090909091,0.35,0.7410071942446043,2.857142857142857,1.1726384364820848,0.8524332810047096,1.1726384364820848,1.1731123388581952
2021-03-27,MOK MURSA - OSIJEK,OK RIBOLA KAŠTELA, 3-2,3,2,112,108,0.8,MOK MURSA - OSIJEK,0,1.0859564164648912,0.2,7,7,1.6263736263736264,0.7272727272727273,1.2962962962962963,1.375,1.4327878433664523,0.9817351598173516,1.4327878433664523,1.0186046511627906
2021-03-28,MOK MARSONIA,OK RIBOLA KAŠTELA, 2-3,2,3,109,114,-1.0,OK RIBOLA KAŠTELA,1,0.3504043126684636,0.3333333333333333,8,1,0.6559139784946236,0.2222222222222222,2.280701754385965,4.5,1.1359773371104815,0.6273062730627307,1.1359773371104815,1.5941176470588236
2021-03-28,OKM CENTROMETAL,OK SISAK, 3-0,3,0,75,53,7.333333333333333,OKM CENTROMETAL,0,1.4444444444444444,0.6,1,8,1.2467532467532467,0.8,0.8442622950819673,1.25,1.047414820109602,1.0,1.047414820109602,1.0
2021-04-03,OK ROVINJ,MOK RIJEKA, 3-1,3,1,95,81,3.5,OK ROVINJ,0,0.2607204116638079,0.4,7,8,0.48672566371681414,0.2,1.5106382978723405,5.0,0.8452676756268354,0.7218390804597701,0.8452676756268354,1.3853503184713376
2021-04-03,OK SPLIT,OKM CENTROMETAL, 3-0,3,0,80,71,3.0,OK SPLIT,0,1.2292464878671776,0.8,14,6,1.2222222222222223,2.4,0.8252427184466019,0.4166666666666667,1.0038022813688212,1.0925925925925926,1.0038022813688212,0.9152542372881356
2021-04-03,HAOK MLADOST,MOK MURSA - OSIJEK, 3-0,3,0,75,58,5.666666666666667,HAOK MLADOST,0,1.2127659574468084,0.6,8,7,0.7682119205298014,0.5384615384615384,0.3472222222222222,1.8571428571428572,0.6739780658025922,0.9531914893617022,0.6739780658025922,1.0491071428571428
2021-04-10,HAOK MLADOST,OK RIBOLA KAŠTELA, 3-1,3,1,95,75,5.0,HAOK MLADOST,0,1.3448275862068966,0.3333333333333333,7,13,1.2395833333333333,0.35294117647058826,0.423728813559322,2.8333333333333335,0.9481339187705817,0.8752362948960303,0.9481339187705817,1.142548596112311
2021-04-10,OK ZADAR,OK KITRO VARAŽDIN, 3-2,3,2,89,109,-4.0,OK ZADAR,0,0.4387464387464387,0.6,21,21,0.5673076923076923,0.38461538461538464,1.3113207547169812,2.6,0.8064733648010789,0.8164251207729468,0.8064733648010789,1.2248520710059172
2021-04-10,MOK MURSA - OSIJEK,OK SPLIT, 1-3,1,3,80,100,-5.0,OK SPLIT,1,1.2627504553734061,0.375,7,7,1.217741935483871,0.391304347826087,0.8823529411764706,2.5555555555555554,1.1105516637478108,0.8529014844804319,1.1105516637478108,1.1724683544303798
2021-04-14,OK SPLIT,MOK MURSA - OSIJEK, 2-3,2,3,104,110,-1.2,MOK MURSA - OSIJEK,1,0.8134751773049645,0.3333333333333333,4,4,0.8355263157894737,0.5,1.1025641025641026,2.0,0.9058800698622161,0.8915956151035322,0.9058800698622161,1.1215846994535519
2021-04-14,OK RIBOLA KAŠTELA,HAOK MLADOST, 2-3,2,3,106,102,0.8,HAOK MLADOST,1,0.725,0.42857142857142855,4,4,0.7950819672131147,0.35,2.3846153846153846,2.857142857142857,1.0476056338028168,0.8621794871794872,1.0476056338028168,1.1598513011152416
2021-04-17,HAOK MLADOST,OK RIBOLA KAŠTELA, 3-0,3,0,75,52,7.666666666666667,HAOK MLADOST,0,1.413793103448276,0.375,3,3,1.2626262626262625,0.391304347826087,0.4307692307692308,2.5555555555555554,0.9547712418300653,0.8870523415977961,0.9547712418300653,1.1273291925465838
2021-04-17,MOK MURSA - OSIJEK,OK SPLIT, 3-2,3,2,112,106,1.2,MOK MURSA - OSIJEK,0,1.256113256113256,0.3,3,3,1.2015503875968991,0.5185185185185185,0.898876404494382,1.9285714285714286,1.1028918692372172,0.8979591836734694,1.1028918692372172,1.1136363636363635
2021-04-21,HAOK MLADOST,MOK MURSA - OSIJEK, 2-1,2,1,75,51,8.0,HAOK MLADOST,0,1.2467532467532467,0.6666666666666666,4,4,0.810126582278481,0.4375,0.34146341463414637,2.2857142857142856,0.6933953488372093,0.9284403669724771,0.6933953488372093,1.0770750988142292
2021-04-24,MOK MURSA - OSIJEK,HAOK MLADOST, 3-0,3,0,78,58,6.666666666666667,MOK MURSA - OSIJEK,0,0.7889087656529516,0.7142857142857143,3,3,1.2230769230769232,0.4444444444444444,2.896551724137931,2.25,1.4271436086270384,0.8983870967741936,1.4271436086270384,1.1131059245960502
2021-04-28,HAOK MLADOST,MOK MURSA - OSIJEK, 3-0,3,0,75,51,8.0,HAOK MLADOST,0,1.233913043478261,0.75,4,4,0.8024691358024691,0.6111111111111112,0.38095238095238093,1.6363636363636365,0.7013081395348837,0.9365781710914455,0.7013081395348837,1.0677165354330709
2021-10-01,MOK MARSONIA,OK ZADAR, 3-0,3,0,75,47,9.333333333333334,MOK MARSONIA,0,1.103395061728395,0.42857142857142855,187,174,1.0161290322580645,1.0,0.9432624113475178,1.0,1.120206690236606,1.0228384991843393,1.120206690236606,0.9776714513556619
2021-10-02,HAOK MLADOST,OK SPLIT, 3-0,3,0,75,51,8.0,HAOK MLADOST,0,1.5687176538240368,0.25,157,168,1.015267175572519,0.25,0.34782608695652173,4.0,0.8066830668306683,0.7744565217391305,0.8066830668306683,1.2912280701754386
2021-10-02,MOK MURSA - OSIJEK,OK ZADAR, 2-1,2,1,75,37,12.666666666666666,MOK MURSA - OSIJEK,0,3.4825870646766175,0.3333333333333333,157,1,2.6129032258064515,0.25,0.6041666666666666,4.0,1.4916756176154673,0.6729166666666667,1.4916756176154673,1.4860681114551084
2021-10-02,OK SISAK,MOK RIJEKA, 3-1,3,1,102,91,2.75,OK SISAK,0,0.5752066115702479,0.8333333333333334,188,182,0.6754385964912281,2.142857142857143,1.288659793814433,0.4666666666666667,0.9427684117125111,1.0711206896551724,0.9427684117125111,0.9336016096579477
2021-10-02,OK KITRO VARAŽDIN,OK GORICA, 3-0,3,0,75,47,9.333333333333334,OK KITRO VARAŽDIN ,0,100000,1.0,175,824,7.571428571428571,3.0,2.5952380952380953,0.3333333333333333,4.459882583170255,1.1645569620253164,4.459882583170255,0.8586956521739131
2021-10-03,MOK MARSONIA,OK RIBOLA KAŠTELA, 0-3,0,3,41,75,-11.333333333333334,OK RIBOLA KAŠTELA,1,0.38620689655172413,0.25,2,169,0.6666666666666666,0.3333333333333333,1.9558823529411764,3.0,1.0817642507093113,0.7246753246753247,1.0817642507093113,1.3799283154121864
2021-10-07,OK ZADAR,HAOK MLADOST, 0-3,0,3,44,75,-10.333333333333334,HAOK MLADOST,1,0.2245614035087719,0.25,5,5,0.4632352941176471,0.2727272727272727,4.5625,3.6666666666666665,0.9379052369077306,0.5239520958083832,0.9379052369077306,1.9085714285714286
2021-10-09,OK RIBOLA KAŠTELA,OK KITRO VARAŽDIN, 3-0,3,0,76,67,3.0,OK RIBOLA KAŠTELA,0,1.4320987654320987,0.0,6,7,0.9357798165137615,0.45454545454545453,0.6238532110091743,2.2,0.853011007986186,0.7889182058047494,0.853011007986186,1.2675585284280937
2021-10-09,OK SPLIT,OK SISAK, 3-0,3,0,75,53,7.333333333333333,OK SPLIT,0,1.7309941520467835,0.8333333333333334,7,7,1.6375,3.2,0.753968253968254,0.3125,1.1325827205882353,1.1741176470588235,1.1325827205882353,0.8517034068136272
2021-10-09,OKM CENTROMETAL,MOK MARSONIA, 3-0,3,0,75,55,6.666666666666667,OKM CENTROMETAL,0,1.9285714285714286,0.5,189,6,1.5,0.35294117647058826,0.7794117647058824,2.8333333333333335,1.072491145218418,0.76,1.072491145218418,1.3157894736842106
2021-10-09,OK GORICA,HAOK MLADOST, 0-3,0,3,48,75,-9.0,HAOK MLADOST,1,0.0,1.0,7,2,0.10071942446043165,3.0,1.40625,0.3333333333333333,0.2616891064871481,1.2985074626865671,0.2616891064871481,0.7701149425287356
2021-10-09,MOK MURSA - OSIJEK,MOK RIJEKA, 3-0,3,0,75,52,7.666666666666667,MOK MURSA - OSIJEK,0,1.340909090909091,0.6666666666666666,7,7,1.4260869565217391,0.6923076923076923,0.88,1.4444444444444444,1.2241791693846489,0.9487179487179487,1.2241791693846489,1.054054054054054
2021-10-10,OK ZADAR,OK ROVINJ, 0-3,0,3,58,77,-6.333333333333333,OK ROVINJ,1,1.2413793103448276,0.6666666666666666,3,190,1.0862068965517242,1.25,1.0419580419580419,0.8,0.9916601511597603,1.0246478873239437,0.9916601511597603,0.9759450171821306
2021-10-16,HAOK MLADOST,OK RIBOLA KAŠTELA, 3-0,3,0,75,51,8.0,HAOK MLADOST,0,1.3948387096774193,0.4444444444444444,7,7,1.3523809523809525,0.34615384615384615,0.47058823529411764,2.888888888888889,1.0327706057596822,0.8689138576779026,1.0327706057596822,1.1508620689655173
2021-10-16,OK KITRO VARAŽDIN,OKM CENTROMETAL, 3-1,3,1,94,86,2.0,OK KITRO VARAŽDIN ,0,0.9315980629539952,0.3333333333333333,7,7,1.0686274509803921,0.6428571428571429,1.0566037735849056,1.5555555555555556,1.0179770413688543,0.970703125,1.0179770413688543,1.0301810865191148
2021-10-16,OK SISAK,OK GORICA, 3-1,3,1,98,86,3.0,OK SISAK,0,100000,1.0,7,7,5.714285714285714,3.0,2.6875,0.3333333333333333,3.9435989256938226,1.3150684931506849,3.9435989256938226,0.7604166666666666
2021-10-17,OK ROVINJ,MOK MURSA - OSIJEK, 0-3,0,3,40,75,-11.666666666666666,MOK MURSA - OSIJEK,1,0.24125874125874125,0.3333333333333333,7,8,0.3652694610778443,0.16666666666666666,1.625,6.0,0.6860648553900087,0.7890625,0.6860648553900087,1.2673267326732673
2021-10-23,OK ZADAR,OK KITRO VARAŽDIN, 1-3,1,3,87,95,-2.0,OK KITRO VARAŽDIN,1,0.4358353510895884,0.6666666666666666,13,7,0.5625,0.5333333333333333,1.345132743362832,1.875,0.8057989153108052,0.8164435946462715,0.8057989153108052,1.224824355971897
2021-10-23,OK ROVINJ,MOK MARSONIA, 3-0,3,0,75,53,7.333333333333333,OK ROVINJ,0,0.7270408163265306,0.8,6,14,0.9242424242424242,1.125,1.0503597122302157,0.8888888888888888,0.9216783216783216,0.9868421052631579,0.9216783216783216,1.0133333333333334
2021-10-23,OK RIBOLA KAŠTELA,OK SISAK, 3-0,3,0,75,54,7.0,OK RIBOLA KAŠTELA,0,1.9127659574468083,0.16666666666666666,7,7,1.2650602409638554,0.17647058823529413,0.5461538461538461,5.666666666666667,0.9058405507439484,0.7582644628099173,0.9058405507439484,1.318801089918256
2021-10-23,OK GORICA,MOK RIJEKA, 1-3,1,3,76,97,-5.25,MOK RIJEKA,1,0.0,1.0,7,14,0.13043478260869565,3.0,0.49514563106796117,0.3333333333333333,0.2586540528918512,1.1951219512195121,0.2586540528918512,0.8367346938775511
2021-10-23,MOK MURSA - OSIJEK,OK SPLIT, 3-0,3,0,75,56,6.333333333333333,MOK MURSA - OSIJEK,0,1.275187969924812,0.36363636363636365,6,14,1.2686567164179106,0.5333333333333333,0.9263157894736842,1.875,1.1550759392486012,0.9031639501438159,1.1550759392486012,1.1072186836518048
2021-10-29,MOK RIJEKA,OK RIBOLA KAŠTELA, 1-3,1,3,93,107,-3.5,OK RIBOLA KAŠTELA,1,0.8360655737704917,0.8,6,6,1.0925925925925926,0.5833333333333334,1.4647887323943662,1.7142857142857142,1.1429947038998556,0.8709677419354839,1.1429947038998556,1.1481481481481481
2021-10-29,OKM CENTROMETAL,OK ROVINJ, 3-0,3,0,75,48,9.0,OKM CENTROMETAL,0,2.5015673981191227,0.375,13,6,1.609375,0.30434782608695654,0.7465753424657534,3.2857142857142856,1.1672871680317696,0.8429172510518934,1.1672871680317696,1.1863560732113145
2021-10-30,OK SISAK,OKM CENTROMETAL, 0-3,0,3,62,77,-5.0,OKM CENTROMETAL,1,0.689655172413793,0.6666666666666666,7,1,0.7830188679245284,1.1,1.2201834862385321,0.9090909090909091,0.9537463373796568,1.049438202247191,0.9537463373796568,0.9528907922912205
2021-10-30,OK KITRO VARAŽDIN,OK ROVINJ, 2-1,2,1,75,47,9.333333333333334,OK KITRO VARAŽDIN ,0,2.5067064083457526,0.16666666666666666,7,1,1.796875,0.4666666666666667,0.7651006711409396,2.142857142857143,1.1991660534706892,0.8436293436293436,1.1991660534706892,1.1853546910755148
2021-10-30,MOK MARSONIA,MOK MURSA - OSIJEK, 0-3,0,3,50,77,-9.0,MOK MURSA - OSIJEK,1,0.3173690932311622,0.2857142857142857,7,7,0.3815028901734104,0.09523809523809523,1.6136363636363635,10.5,0.7417591801878736,0.7864583333333334,0.7417591801878736,1.271523178807947
2021-10-30,OK SPLIT,OK GORICA, 3-0,3,0,75,61,4.666666666666667,OK SPLIT,0,100000,1.0,7,7,8.375,3.0,1.8148148148148149,0.3333333333333333,3.956215793588741,0.9560439560439561,3.956215793588741,1.0459770114942528
2021-11-03,HAOK MLADOST,OKM CENTROMETAL, 3-0,3,0,75,53,7.333333333333333,HAOK MLADOST,0,1.8823529411764706,0.25,18,4,1.3302752293577982,0.16666666666666666,0.29357798165137616,6.0,0.8722966014418125,0.6220238095238095,0.8722966014418125,1.6076555023923444
2021-11-06,MOK MURSA - OSIJEK,OK GORICA, 3-0,3,0,75,53,7.333333333333333,MOK MURSA - OSIJEK,0,100000,1.0,7,7,11.0,3.0,1.543859649122807,0.3333333333333333,4.426865671641791,1.4477611940298507,4.426865671641791,0.6907216494845361
2021-11-06,OK RIBOLA KAŠTELA,OK SPLIT, 3-1,3,1,99,67,8.0,OK RIBOLA KAŠTELA,0,1.139717425431711,0.0,8,7,0.8102189781021898,0.5555555555555556,0.7346938775510204,1.8,0.8297955209347614,0.8604651162790697,0.8297955209347614,1.162162162162162
2021-11-06,OKM CENTROMETAL,MOK RIJEKA, 3-2,3,2,99,111,-2.4,OKM CENTROMETAL,0,0.896817743490839,0.8333333333333334,3,8,0.9159663865546218,1.0,1.0467289719626167,1.0,1.0138401156785788,1.0777096114519427,1.0138401156785788,0.9278937381404174
2021-11-06,OK ZADAR,OK SISAK, 3-2,3,2,99,111,-2.4,OK ZADAR,0,0.6000000000000001,0.3333333333333333,14,7,0.7710843373493976,0.5,1.1397058823529411,2.0,0.8551634552933536,0.9150943396226415,0.8551634552933536,1.092783505154639
2021-11-07,MOK MARSONIA,OK KITRO VARAŽDIN, 0-3,0,3,45,75,-10.0,OK KITRO VARAŽDIN,1,0.4903954802259887,0.14285714285714285,8,8,0.5641025641025641,0.35,1.2608695652173914,2.857142857142857,0.8849717969379532,0.827906976744186,0.8849717969379532,1.2078651685393258
2021-11-13,OK GORICA,OK RIBOLA KAŠTELA, 0-3,0,3,41,75,-11.333333333333334,OK RIBOLA KAŠTELA,1,0.0,1.0,7,7,0.14035087719298245,3.0,0.821917808219178,0.3333333333333333,0.3194954128440367,1.4029850746268657,0.3194954128440367,0.7127659574468085
2021-11-13,OK SPLIT,OKM CENTROMETAL, 3-1,3,1,99,88,2.75,OK SPLIT,0,1.164179104477612,0.8333333333333334,7,7,1.2321428571428572,3.0,0.8859649122807017,0.3333333333333333,1.0389454763331336,1.0979955456570156,1.0389454763331336,0.9107505070993914
2021-11-13,OK KITRO VARAŽDIN,MOK MURSA - OSIJEK, 1-3,1,3,79,95,-4.0,MOK MURSA - OSIJEK,1,0.6414399092970522,0.5,6,7,0.6703910614525139,0.5625,1.3068181818181819,1.7777777777777777,0.8388546695521891,0.900709219858156,0.8388546695521891,1.110236220472441
2021-11-14,HAOK MLADOST,MOK MARSONIA, 3-0,3,0,75,40,11.666666666666666,HAOK MLADOST,0,4.038461538461538,0.25,11,7,2.242424242424242,0.16666666666666666,0.21621621621621623,6.0,0.9711581793600721,0.8664688427299704,0.9711581793600721,1.154109589041096
2021-11-19,OK SISAK,MOK MURSA - OSIJEK, 1-2,1,2,41,75,-11.333333333333334,MOK MURSA - OSIJEK,1,0.4256542996836353,0.6666666666666666,13,6,0.46703296703296704,3.4,1.5617977528089888,0.29411764705882354,0.7751556866601115,1.3017902813299234,0.7751556866601115,0.768172888015717
2021-11-20,OK GORICA,HAOK MLADOST, 0-3,0,3,41,75,-11.333333333333334,HAOK MLADOST,1,0.0,0.6666666666666666,7,6,0.10596026490066225,4.5,1.96875,0.2222222222222222,0.32702394526795897,1.3681318681318682,0.32702394526795897,0.7309236947791165
2021-11-20,OK ROVINJ,OK KITRO VARAŽDIN, 0-3,0,3,50,75,-8.333333333333334,OK KITRO VARAŽDIN,1,0.38490978676872606,0.2857142857142857,21,7,0.5371900826446281,0.47058823529411764,1.2796610169491525,2.125,0.8057835091832747,0.8161888701517707,0.8057835091832747,1.225206611570248
2021-11-20,OK ZADAR,OK SPLIT, 1-3,1,3,77,95,-4.5,OK SPLIT,1,0.3622950819672131,0.5,14,7,0.475177304964539,0.29411764705882354,1.5392156862745099,3.4,0.763818147519336,0.8346007604562737,0.763818147519336,1.1981776765375853
2021-11-23,MOK RIJEKA,OK ZADAR, 3-0,3,0,75,49,8.666666666666666,MOK RIJEKA,0,2.5738705738705736,0.125,17,3,1.7794117647058822,0.2727272727272727,0.6875,3.6666666666666665,1.2001938923897237,0.7966360856269113,1.2001938923897237,1.255278310940499
2021-11-25,OK KITRO VARAŽDIN,HAOK MLADOST, 0-3,0,3,54,75,-7.0,HAOK MLADOST,1,0.5212669683257919,0.2,5,5,0.8051948051948052,0.13333333333333333,3.6875,7.5,1.1643497757847534,0.7807881773399015,1.1643497757847534,1.2807570977917981
2021-11-27,OKM CENTROMETAL,OK GORICA, 3-0,3,0,75,60,5.0,OKM CENTROMETAL,0,100000,1.0,14,7,7.0625,3.0,1.7727272727272727,0.3333333333333333,3.454237288135593,1.3150684931506849,3.454237288135593,0.7604166666666666
